,Year,Team,Total_Athletes,total_medal,Country_host,GDP,NOC,Population
420,1996,Austria,2,3,USA,241038000000.0,AUT,7959017.0
421,1996,Azerbaijan,1,1,USA,3052467522.0,AZE,7763000.0
422,1996,Bahamas,5,5,USA,,BHS,283790.0
423,1996,Belarus,20,23,USA,13972630804.0,BLR,10160000.0
424,1996,Belgium,6,6,USA,289567000000.0,BEL,10156637.0
425,1996,Brazil,62,63,USA,785643000000.0,BRA,164913306.0
426,1996,Bulgaria,21,21,USA,,BGR,8362826.0
427,1996,Burundi,1,1,USA,1000428394.0,BDI,6041112.0
428,1996,Canada,45,50,USA,604032000000.0,CAN,29671900.0
429,1996,China,95,107,USA,734548000000.0,CHN,1217550000.0
430,1996,China,95,107,USA,734548000000.0,HKG,6435500.0
431,1996,Costa Rica,1,1,USA,,CRC,3619.013
432,1996,Croatia,28,28,USA,,HRV,4494000.0
433,1996,Cuba,55,55,USA,30429803651.0,CUB,10961012.0
434,1996,Czech Republic,11,13,USA,59775697061.0,CZE,10315241.0
435,1996,Denmark,23,23,USA,,DNK,5263074.0
436,1996,Ecuador,1,1,USA,24432884442.0,ECU,11683479.0
437,1996,Ethiopia,3,3,USA,7663984568.0,ETH,59155148.0
438,1996,Finland,4,4,USA,134199000000.0,FIN,5124573.0
439,1996,France,45,51,USA,1609890000000.0,FRA,59753098.0
440,1996,Georgia,2,2,USA,2693731866.0,GEO,4616100.0
441,1996,Germany,108,124,USA,,DEU,81914831.0
442,1996,Greece,8,8,USA,,GRC,10608800.0
443,1996,Hungary,40,43,USA,46418916500.0,HUN,10311238.0
444,1996,India,1,1,USA,355476000000.0,IND,978893217.0
445,1996,Indonesia,6,6,USA,,IDN,199914831.0
446,1996,Iran,3,3,USA,,IRN,61583089.0
447,1996,Ireland,1,4,USA,69222624495.0,IRL,3637510.0
448,1996,Israel,1,1,USA,100343000000.0,ISR,5692000.0
449,1996,Italy,65,71,USA,1170790000000.0,ITA,56860281.0
450,1996,Jamaica,14,16,USA,5779285208.0,JAM,2561993.0
451,1996,Japan,42,42,USA,5449120000000.0,JPN,125757000.0
452,1996,Kazakhstan,10,11,USA,20374307047.0,KAZ,15577894.0
453,1996,Kenya,8,8,USA,9046326060.0,KEN,28147734.0
454,1996,Latvia,1,1,USA,,LVA,2457222.0
455,1996,Lithuania,11,11,USA,7870782261.0,LTU,3601613.0
456,1996,Malaysia,3,3,USA,,MYS,21023321.0
457,1996,Mexico,1,1,USA,343793000000.0,MEX,95687452.0
458,1996,Moldova,3,3,USA,1752975841.0,MDA,3667748.0
459,1996,Mongolia,1,1,USA,,MNG,2316567.0
460,1996,Morocco,2,2,USA,39030285468.0,MAR,27460603.0
461,1996,Mozambique,1,1,USA,2521738760.0,MOZ,16248232.0
462,1996,Namibia,1,2,USA,3942478206.0,NAM,1706489.0
463,1996,Netherlands,69,73,USA,,NLD,15530498.0
464,1996,New Zealand,7,9,USA,63918703507.0,NZL,3732000.0
465,1996,Nigeria,23,24,USA,,NGA,110732904.0
466,1996,North Korea,5,5,USA,80390665500.0,PRK,22113548.0
467,1996,Norway,22,23,USA,152027000000.0,NOR,4381336.0
468,1996,Philippines,1,1,USA,,PHL,71446107.0
469,1996,Poland,21,22,USA,142137000000.0,POL,38624370.0
470,1996,Portugal,3,3,USA,,PRT,10063945.0
471,1996,Puerto Rico,1,1,USA,,PRI,3724655.0
472,1996,Romania,30,38,USA,37662075750.0,ROU,22619004.0
473,1996,Russia,97,115,USA,395531000000.0,RUS,148160042.0
474,1996,Serbia,25,26,USA,,SRB,7807.721499999998
475,1996,Slovakia,3,3,USA,25733043137.0,SVK,5373361.0
476,1996,Slovenia,2,2,USA,,SVN,1988628.0
477,1996,South Africa,4,5,USA,,ZAF,42210216.0
478,1996,South Korea,63,66,USA,556131000000.0,KOR,45524681.0
479,1996,Spain,65,66,USA,612940000000.0,ESP,39889852.0
480,1996,Sweden,30,31,USA,264052000000.0,SWE,8840998.0
481,1996,Switzerland,11,11,USA,,CHE,7071850.0
482,1996,Syria,1,1,USA,11396706587.0,SYR,14755286.0
483,1996,Taiwan,1,1,USA,,TPE,21709.2765
484,1996,Thailand,2,2,USA,169279000000.0,THA,60151472.0
485,1996,Tonga,1,1,USA,,TGA,
486,1996,Trinidad,1,2,USA,5329214163.0,TTO,1258364.0
487,1996,Tunisia,1,1,USA,18030876599.0,TUN,9256037.0
488,1996,Turkey,6,6,USA,169486000000.0,TUR,59423208.0
489,1996,UK,25,26,USA,1335220000000.0,GBR,58166950.0
490,1996,USA,227,259,USA,7664060000000.0,USA,269394000.0
491,1996,Uganda,1,1,USA,5755818947.0,UGA,21202118.0
492,1996,Ukraine,31,34,USA,48213868178.0,UKR,51057189.0
493,1996,Uzbekistan,2,2,USA,13350468917.0,UZB,23225000.0
494,1996,Zambia,1,1,USA,,ZMB,9394304.0
495,2000,Algeria,5,5,Australia,,DZA,31183660.0
496,2000,Argentina,20,20,Australia,283523000000.0,ARG,37057452.0
497,2000,Armenia,1,1,Australia,1845482181.0,ARM,3069588.0
498,2000,Australia,161,183,Australia,389147000000.0,AUS,19153000.0
499,2000,Austria,4,4,Australia,217186000000.0,AUT,8011566.0
500,2000,Azerbaijan,3,3,Australia,4581222442.0,AZE,8048600.0
501,2000,Bahamas,10,11,Australia,,BHS,297890.0
502,2000,Barbados,1,1,Australia,,BRB,269847.0
503,2000,Belarus,21,22,Australia,12138485329.0,BLR,9979610.0
504,2000,Belgium,7,7,Australia,260202000000.0,BEL,10251250.0
505,2000,Brazil,48,48,Australia,599389000000.0,BRA,175287587.0
506,2000,Bulgaria,11,13,Australia,,BGR,8170172.0
507,2000,Cameroon,18,18,Australia,11198378749.0,CMR,15274234.0
508,2000,Canada,30,31,Australia,676083000000.0,CAN,30769700.0
509,2000,Chile,17,17,Australia,6262740657.0,CHI,148725.0
510,2000,China,63,79,Australia,1094000000000.0,CHN,1262645000.0
511,2000,China,63,79,Australia,1094000000000.0,HKG,6665000.0
512,2000,Colombia,1,1,Australia,86186158685.0,COL,40403958.0
513,2000,Costa Rica,1,2,Australia,,CRC,3937.739000000001
514,2000,Croatia,10,10,Australia,,HRV,4426000.0
515,2000,Cuba,65,65,Australia,28364615242.0,CUB,11150736.0
516,2000,Czech Republic,9,9,Australia,64867483193.0,CZE,10255063.0
517,2000,Denmark,25,25,Australia,,DNK,5339616.0
518,2000,Estonia,3,3,Australia,5726897998.0,EST,1396985.0
519,2000,Ethiopia,7,8,Australia,7700833482.0,ETH,66537331.0
520,2000,Finland,5,5,Australia,135226000000.0,FIN,5176209.0
521,2000,France,61,66,Australia,1500280000000.0,FRA,60912498.0
522,2000,Georgia,6,6,Australia,2800024314.0,GEO,4418300.0
523,2000,Germany,106,118,Australia,,DEU,82211508.0
524,2000,Greece,18,18,Australia,,GRC,10805808.0
525,2000,Hungary,49,53,Australia,49170434391.0,HUN,10210971.0
526,2000,Iceland,1,1,Australia,8931365461.0,ISL,281205.0
527,2000,India,1,1,Australia,452700000000.0,IND,1053050912.0
528,2000,Indonesia,8,8,Australia,,IDN,211540429.0
529,2000,Iran,4,4,Australia,,IRN,66131854.0
530,2000,Ireland,1,1,Australia,98691939591.0,IRL,3805174.0
531,2000,Israel,1,1,Australia,117190000000.0,ISR,6289000.0
532,2000,Italy,60,65,Australia,1248560000000.0,ITA,56942108.0
533,2000,Jamaica,17,23,Australia,8795765306.0,JAM,2656864.0
534,2000,Japan,41,44,Australia,4562080000000.0,JPN,126843000.0
535,2000,Kazakhstan,7,7,Australia,16870817135.0,KAZ,14883626.0
536,2000,Kenya,7,7,Australia,12896013577.0,KEN,31450483.0
537,2000,Kuwait,1,1,Australia,,KWT,2050741.0
538,2000,Kyrgyzstan,1,1,Australia,1249062025.0,KGZ,4898400.0
539,2000,Latvia,3,3,Australia,,LVA,2367550.0
540,2000,Lithuania,17,17,Australia,10972878636.0,LTU,3499536.0
541,2000,Macedonia,1,1,Australia,3673288264.0,MKD,2034819.0
542,2000,Mexico,6,6,Australia,579460000000.0,MEX,101719673.0
543,2000,Moldova,2,2,Australia,1170785048.0,MDA,3639592.0
544,2000,Morocco,5,5,Australia,41632027600.0,MAR,28849621.0
545,2000,Mozambique,1,1,Australia,5302532113.0,MOZ,18067687.0
546,2000,Netherlands,67,79,Australia,,NLD,15925513.0
547,2000,New Zealand,4,4,Australia,58761741658.0,NZL,3857700.0
548,2000,Nigeria,8,8,Australia,,NGA,122352009.0
549,2000,North Korea,4,4,Australia,92653477000.0,PRK,22929075.0
550,2000,Norway,42,43,Australia,162286000000.0,NOR,4490967.0
551,2000,Poland,23,24,Australia,169718000000.0,POL,38258629.0
552,2000,Portugal,2,2,Australia,,PRT,10289898.0
553,2000,Qatar,1,1,Australia,12393131868.0,QAT,592267.0
554,2000,Romania,35,46,Australia,36183003978.0,ROU,22442971.0
555,2000,Russia,168,187,Australia,195906000000.0,RUS,146596557.0
556,2000,Saudi Arabia,2,2,Australia,,SAU,20764312.0
557,2000,Serbia,25,25,Australia,,SRB,7694.605499999999
558,2000,Slovakia,5,6,Australia,30415095887.0,SVK,5388720.0
559,2000,Slovenia,3,3,Australia,,SVN,1988925.0
560,2000,South Africa,5,5,Australia,,ZAF,44896856.0
561,2000,South Korea,69,73,Australia,485248000000.0,KOR,47008111.0
562,2000,Spain,42,42,Australia,633194000000.0,ESP,40567864.0
563,2000,Sri Lanka,1,1,Australia,,LKA,18655000.0
564,2000,Sweden,30,32,Australia,270848000000.0,SWE,8872109.0
565,2000,Switzerland,13,14,Australia,,CHE,7184250.0
566,2000,Taiwan,5,5,Australia,,TPE,22332.869499999968
567,2000,Thailand,3,3,Australia,126669000000.0,THA,62958021.0
568,2000,Trinidad,1,2,Australia,6808982521.0,TTO,1267984.0
569,2000,Turkey,5,5,Australia,255884000000.0,TUR,63240121.0
570,2000,UK,53,54,Australia,1665620000000.0,GBR,58892514.0
571,2000,USA,213,242,Australia,9660620000000.0,USA,282162411.0
572,2000,Ukraine,32,35,Australia,31580639045.0,UKR,49175848.0
573,2000,Uruguay,1,1,Australia,,URY,3321245.0
574,2000,Uzbekistan,4,4,Australia,17078465982.0,UZB,24650400.0
575,2000,Vietnam,1,1,Australia,,VNM,77630900.0
576,2004,Argentina,49,49,Greece,127587000000.0,ARG,38728696.0
577,2004,Australia,134,157,Greece,466853000000.0,AUS,20127400.0
578,2004,Austria,7,8,Greece,261696000000.0,AUT,8171966.0
579,2004,Azerbaijan,5,5,Greece,7276013032.0,AZE,8306500.0
580,2004,Bahamas,2,2,Greece,,BHS,322526.0
581,2004,Belarus,15,15,Greece,17825436035.0,BLR,9730146.0
582,2004,Belgium,3,3,Greece,319003000000.0,BEL,10421137.0
583,2004,Brazil,40,40,Greece,558320000000.0,BRA,184738458.0
584,2004,Bulgaria,15,17,Greece,,BGR,7716860.0
585,2004,Cameroon,1,1,Greece,14548845765.0,CMR,16959081.0
586,2004,Canada,16,17,Greece,892381000000.0,CAN,31995000.0
587,2004,Chile,2,4,Greece,7332244898.0,CHI,153170.0
588,2004,China,89,96,Greece,1660290000000.0,CHN,1296075000.0
589,2004,China,89,96,Greece,1660290000000.0,HKG,6783500.0
590,2004,Colombia,2,2,Greece,94684584163.0,COL,42724163.0
591,2004,Croatia,21,21,Greece,,HRV,4439000.0
592,2004,Cuba,62,62,Greece,35901200000.0,CUB,11266941.0
593,2004,Czech Republic,13,13,Greece,99627140274.0,CZE,10197101.0
594,2004,Denmark,29,29,Greece,,DNK,5404523.0
595,2004,Dominican Republic,1,1,Greece,21277165886.0,DOM,9102998.0
596,2004,Egypt,5,5,Greece,82924503943.0,EGY,75381899.0
597,2004,Eritrea,1,1,Greece,870247703.0,ERI,
598,2004,Estonia,3,3,Greece,9833870709.0,EST,1362550.0
599,2004,Ethiopia,6,7,Greece,8623691300.0,ETH,74624405.0
600,2004,Finland,2,2,Greece,171071000000.0,FIN,5228172.0
601,2004,France,48,53,Greece,1848120000000.0,FRA,62704897.0
602,2004,Georgia,4,4,Greece,3991374549.0,GEO,4245000.0
603,2004,Germany,139,149,Greece,,DEU,82516260.0
604,2004,Greece,31,31,Greece,,GRC,10955141.0
605,2004,Hungary,38,40,Greece,85324771841.0,HUN,10107146.0
606,2004,India,1,1,Greece,599593000000.0,IND,1126135777.0
607,2004,Indonesia,5,5,Greece,,IDN,223614649.0
608,2004,Iran,6,6,Greece,,IRN,69617100.0
609,2004,Israel,2,2,Greece,126865000000.0,ISR,6809000.0
610,2004,Italy,101,104,Greece,1569650000000.0,ITA,57685327.0
611,2004,Jamaica,11,13,Greece,9399452788.0,JAM,2728777.0
612,2004,Japan,84,93,Greece,4445660000000.0,JPN,127761000.0
613,2004,Kazakhstan,8,8,Greece,30833699703.0,KAZ,15012985.0
614,2004,Kenya,7,7,Greece,14904517650.0,KEN,35074931.0
615,2004,Latvia,4,4,Greece,,LVA,2263122.0
616,2004,Lithuania,3,3,Greece,18802576988.0,LTU,3377075.0
617,2004,Mexico,4,4,Greece,713284000000.0,MEX,106995583.0
618,2004,Mongolia,1,1,Greece,,MNG,2496832.0
619,2004,Morocco,2,3,Greece,52064058834.0,MAR,30179285.0
620,2004,Netherlands,71,77,Greece,,NLD,16281779.0
621,2004,New Zealand,6,6,Greece,88250885550.0,NZL,4087500.0
622,2004,Nigeria,8,8,Greece,,NGA,135393616.0
623,2004,North Korea,5,5,Greece,120398998000.0,PRK,23729498.0
624,2004,Norway,6,7,Greece,228752000000.0,NOR,4591910.0
625,2004,Paraguay,17,17,Greece,,PRY,5703740.0
626,2004,Poland,10,12,Greece,217519000000.0,POL,38182222.0
627,2004,Portugal,3,3,Greece,,PRT,10483861.0
628,2004,Romania,29,39,Greece,59867801205.0,ROU,21451748.0
629,2004,Russia,177,189,Greece,430348000000.0,RUS,144067054.0
630,2004,Serbia,13,13,Greece,,SRB,7565.840999999999
631,2004,Slovakia,10,10,Greece,46731767494.0,SVK,5372280.0
632,2004,Slovenia,5,5,Greece,,SVN,1997012.0
633,2004,South Africa,8,10,Greece,,ZAF,47001700.99
634,2004,South Korea,49,52,Greece,680521000000.0,KOR,48082519.0
635,2004,Spain,27,30,Greece,906853000000.0,ESP,42921895.0
636,2004,Sweden,12,12,Greece,331109000000.0,SWE,8993531.0
637,2004,Switzerland,7,7,Greece,,CHE,7389625.0
638,2004,Syria,1,1,Greece,21828144686.0,SYR,17806638.0
639,2004,Taiwan,9,9,Greece,,TPE,22745.431
640,2004,Thailand,8,8,Greece,152281000000.0,THA,65002231.0
641,2004,Trinidad,1,1,Greece,11305459802.0,TTO,1290535.0
642,2004,Turkey,11,11,Greece,311823000000.0,TUR,67007855.0
643,2004,UK,51,57,Greece,2038400000000.0,GBR,59987905.0
644,2004,USA,214,263,Greece,11510700000000.0,USA,292805298.0
645,2004,Ukraine,46,47,Greece,50132953288.0,UKR,47451600.0
646,2004,United Arab Emirates,1,1,Greece,,ARE,4087931.0
647,2004,Uzbekistan,5,5,Greece,10128112401.0,UZB,25864350.0
648,2004,Venezuela,2,2,Greece,83620628582.0,VEN,26327225.0
649,2004,Zimbabwe,1,3,Greece,,ZWE,12777511.0
650,2008,Afghanistan,1,1,China,9843842455.0,AFG,27294031.0
651,2008,Algeria,2,2,China,,DZA,34860715.0
652,2008,Argentina,51,51,China,287531000000.0,ARG,40382389.0
653,2008,Armenia,6,6,China,9206301700.0,ARM,2908220.0
654,2008,Australia,124,149,China,853765000000.0,AUS,21249200.0
655,2008,Austria,3,3,China,388691000000.0,AUT,8321496.0
656,2008,Azerbaijan,7,7,China,33050343783.0,AZE,8763400.0
657,2008,Bahamas,7,7,China,,BHS,348676.0
658,2008,Belarus,27,29,China,45275747861.0,BLR,9527985.0
659,2008,Belgium,5,5,China,471821000000.0,BEL,10709973.0
660,2008,Brazil,77,78,China,1397080000000.0,BRA,192979029.0
661,2008,Bulgaria,5,5,China,,BGR,7492561.0
662,2008,Cameroon,1,1,China,22365265026.0,CMR,18907008.0
663,2008,Canada,34,35,China,1464980000000.0,CAN,33245773.0
664,2008,Chile,1,1,China,11514605842.0,CHI,157581.0
665,2008,China,157,184,China,3552180000000.0,CHN,1324655000.0
666,2008,China,157,184,China,3552180000000.0,HKG,6957800.0
667,2008,Colombia,2,2,China,207416000000.0,COL,44901544.0
668,2008,Croatia,5,5,China,,HRV,4434508.0
669,2008,Cuba,47,47,China,58603900000.0,CUB,11309754.0
670,2008,Czech Republic,6,7,China,189227000000.0,CZE,10384603.0
671,2008,Denmark,19,19,China,,DNK,5493621.0
672,2008,Dominican Republic,2,2,China,44169678153.0,DOM,9636520.0
673,2008,Ecuador,1,1,China,51007777000.0,ECU,14447562.0
674,2008,Egypt,1,1,China,130479000000.0,EGY,80953881.0
675,2008,Estonia,3,3,China,22237061730.0,EST,1337090.0
676,2008,Ethiopia,5,7,China,19707616773.0,ETH,83184892.0
677,2008,Finland,5,5,China,255385000000.0,FIN,5313399.0
678,2008,France,70,77,China,2663110000000.0,FRA,64374990.0
679,2008,Georgia,6,6,China,10172869680.0,GEO,4030000.0
680,2008,Germany,92,99,China,,DEU,82110097.0
681,2008,Greece,7,7,China,,GRC,11077841.0
682,2008,Hungary,23,27,China,139851000000.0,HUN,10038188.0
683,2008,Iceland,14,14,China,21295012099.0,ISL,317414.0
684,2008,India,3,3,China,1201110000000.0,IND,1197146906.0
685,2008,Indonesia,7,7,China,,IDN,236159276.0
686,2008,Iran,2,2,China,,IRN,72845542.0
687,2008,Ireland,3,3,China,269918000000.0,IRL,4489544.0
688,2008,Israel,1,1,China,178707000000.0,ISR,7308800.0
689,2008,Italy,39,42,China,2203050000000.0,ITA,58826731.0
690,2008,Jamaica,11,14,China,12824094990.0,JAM,2790122.0
691,2008,Japan,48,51,China,4515260000000.0,JPN,128063000.0
692,2008,Kazakhstan,13,13,China,104850000000.0,KAZ,15674000.0
693,2008,Kenya,15,15,China,31958195182.0,KEN,39148416.0
694,2008,Kyrgyzstan,2,2,China,3802566171.0,KGZ,5318700.0
695,2008,Latvia,3,3,China,,LVA,2177322.0
696,2008,Lithuania,5,5,China,39738180077.0,LTU,3198231.0
697,2008,Malaysia,1,1,China,,MYS,27111069.0
698,2008,Mauritius,1,1,China,,MUS,1244121.0
699,2008,Mexico,4,4,China,1043470000000.0,MEX,113661809.0
700,2008,Moldova,1,1,China,4401154128.0,MDA,3570108.0
701,2008,Mongolia,4,4,China,,MNG,2628131.0
702,2008,Morocco,2,2,China,79041294874.0,MAR,31596855.0
703,2008,Netherlands,60,61,China,,NLD,16445593.0
704,2008,New Zealand,14,15,China,137315000000.0,NZL,4259800.0
705,2008,Nigeria,23,23,China,,NGA,150347390.0
706,2008,North Korea,6,6,China,164846565808.5,PRK,24335146.0
707,2008,Norway,22,22,China,401083000000.0,NOR,4768212.0
708,2008,Panama,1,1,China,20958000000.0,PAN,3516268.0
709,2008,Poland,20,20,China,429250000000.0,POL,38125759.0
710,2008,Portugal,2,2,China,,PRT,10558177.0
711,2008,Romania,19,22,China,171537000000.0,ROU,20537875.0
712,2008,Russia,134,142,China,1299710000000.0,RUS,142742350.0
713,2008,Serbia,15,15,China,40289556656.0,SRB,7454.278999999999
714,2008,Singapore,3,3,China,179981000000.0,SGP,4839396.0
715,2008,Slovakia,10,10,China,86304245825.0,SVK,5379233.0
716,2008,Slovenia,5,5,China,,SVN,2021316.0
717,2008,South Africa,1,1,China,,ZAF,49557573.3
718,2008,South Korea,72,78,China,1122680000000.0,KOR,49054708.0
719,2008,Spain,66,70,China,1479340000000.0,ESP,45954106.0
720,2008,Sudan,1,1,China,,SDN,32955496.0
721,2008,Sweden,7,7,China,487816000000.0,SWE,9219637.0
722,2008,Switzerland,10,11,China,,CHE,7647675.0
723,2008,Taiwan,4,4,China,,TPE,23086.23900000001
724,2008,Tajikistan,2,2,China,3719497371.0,TJK,7309728.0
725,2008,Thailand,4,4,China,262943000000.0,THA,66545760.0
726,2008,Togo,1,1,China,,TGO,6161796.0
727,2008,Trinidad,5,6,China,21642304046.0,TTO,1315372.0
728,2008,Tunisia,1,1,China,38908069299.0,TUN,10407336.0
729,2008,Turkey,7,7,China,675770000000.0,TUR,70440032.0
730,2008,UK,74,81,China,3074360000000.0,GBR,61806995.0
731,2008,USA,263,317,China,14477600000000.0,USA,304093966.0
732,2008,Ukraine,31,31,China,142719000000.0,UKR,46258200.0
733,2008,Uzbekistan,6,6,China,22311393928.0,UZB,27302800.0
734,2008,Venezuela,1,1,China,230364000000.0,VEN,28141701.0
735,2008,Vietnam,1,1,China,,VNM,85118700.0
736,2008,Zimbabwe,1,4,China,,ZWE,13558469.0
737,2012,Afghanistan,1,1,England,17930239400.0,AFG,30696958.0
738,2012,Algeria,1,1,England,,DZA,37565847.0
739,2012,Argentina,19,19,England,530163000000.0,ARG,42096739.0
740,2012,Armenia,3,3,England,10142111334.0,ARM,2881922.0
741,2012,Australia,99,114,England,1390560000000.0,AUS,22728254.0
742,2012,Azerbaijan,10,10,England,65951627200.0,AZE,9295784.0
743,2012,Bahamas,4,4,England,,BHS,372039.0
744,2012,Bahrain,1,1,England,18525319978.0,BRN,399748.0
745,2012,Belarus,21,23,England,61757788945.0,BLR,9464495.0
746,2012,Belgium,3,3,England,527008000000.0,BEL,11128246.0
747,2012,Botswana,1,1,England,,BWA,2089315.0
748,2012,Brazil,59,59,England,2616200000000.0,BRA,200560983.0
749,2012,Bulgaria,2,2,England,,BGR,7305888.0
750,2012,Canada,55,55,England,1788650000000.0,CAN,34750545.0
751,2012,China,104,126,England,7572550000000.0,CHN,1350695000.0
752,2012,China,104,126,England,7572550000000.0,HKG,7154600.0
753,2012,Colombia,8,8,England,335415000000.0,COL,46881475.0
754,2012,Croatia,35,35,England,,HRV,4267558.0
755,2012,Cuba,14,14,England,68990000000.0,CUB,11382146.0
756,2012,Cyprus,1,1,England,27427161523.0,CYP,1135062.0
757,2012,Czech Republic,14,14,England,227948000000.0,CZE,10510785.0
758,2012,Denmark,16,16,England,,DNK,5591572.0
759,2012,Dominican Republic,2,2,England,57746684847.0,DOM,10154950.0
760,2012,Egypt,2,2,England,236002000000.0,EGY,87813257.0
761,2012,Estonia,2,2,England,23170239901.0,EST,1322696.0
762,2012,Ethiopia,6,7,England,31952763089.0,ETH,92444183.0
763,2012,Finland,5,5,England,273674000000.0,FIN,5413971.0
764,2012,France,74,82,England,2862680000000.0,FRA,65659790.0
765,2012,Gabon,1,1,England,18186479173.0,GAB,1756817.0
766,2012,Georgia,7,7,England,14434619982.0,GEO,3825000.0
767,2012,Germany,87,94,England,,DEU,80425823.0
768,2012,Greece,3,3,England,,GRC,11045011.0
769,2012,Grenada,1,1,England,,GRD,105481.0
770,2012,Guatemala,1,1,England,,GTM,15271056.0
771,2012,Hungary,23,26,England,140782000000.0,HUN,9920362.0
772,2012,India,6,6,England,1823050000000.0,IND,1263065852.0
773,2012,Indonesia,2,2,England,,IDN,248883232.0
774,2012,Iran,12,12,England,,IRN,76453574.0
775,2012,Ireland,5,5,England,239019000000.0,IRL,4586897.0
776,2012,Italy,63,68,England,2276290000000.0,ITA,59539717.0
777,2012,Jamaica,18,25,England,14439910353.0,JAM,2840992.0
778,2012,Japan,76,84,England,6157460000000.0,JPN,127629000.0
779,2012,Kazakhstan,13,13,England,192627000000.0,KAZ,16791425.0
780,2012,Kenya,10,11,England,41953433591.0,KEN,43646629.0
781,2012,Kuwait,1,1,England,,KWT,3395556.0
782,2012,Latvia,3,3,England,,LVA,2034319.0
783,2012,Lithuania,5,5,England,43476878139.0,LTU,2987773.0
784,2012,Malaysia,2,2,England,,MYS,29170456.0
785,2012,Mexico,24,24,England,1171190000000.0,MEX,120828307.0
786,2012,Moldova,2,2,England,7015206498.0,MDA,3559519.0
787,2012,Mongolia,5,5,England,,MNG,2814226.0
788,2012,Montenegro,14,14,England,4538198499.0,MNE,620601.0
789,2012,Morocco,1,1,England,101370000000.0,MAR,33333789.0
790,2012,Netherlands,64,69,England,,NLD,16754962.0
791,2012,New Zealand,27,27,England,168462000000.0,NZL,4408100.0
792,2012,North Korea,6,6,England,172623500000.0,PRK,24854034.0
793,2012,Norway,17,17,England,498832000000.0,NOR,5018573.0
794,2012,Poland,12,12,England,528725000000.0,POL,38063164.0
795,2012,Portugal,2,2,England,,PRT,10514844.0
796,2012,Puerto Rico,2,2,England,,PRI,3634488.0
797,2012,Qatar,2,2,England,167775000000.0,QAT,2109568.0
798,2012,Romania,14,16,England,185363000000.0,ROU,20058035.0
799,2012,Russia,129,140,England,2051660000000.0,RUS,143201676.0
800,2012,Saudi Arabia,4,4,England,,SAU,29086357.0
801,2012,Serbia,16,16,England,46466728667.0,SRB,7324.623
802,2012,Singapore,3,4,England,275599000000.0,SGP,5312437.0
803,2012,Slovakia,5,5,England,98181259740.0,SVK,5407579.0
804,2012,Slovenia,5,5,England,,SVN,2057159.0
805,2012,South Africa,8,9,England,,ZAF,52506515.08
806,2012,South Korea,57,61,England,1202460000000.0,KOR,50199853.0
807,2012,Spain,60,63,England,1488070000000.0,ESP,46773055.0
808,2012,Sweden,22,22,England,563110000000.0,SWE,9519374.0
809,2012,Switzerland,4,4,England,,CHE,7996861.0
810,2012,Taiwan,2,2,England,,TPE,23345.961000000007
811,2012,Tajikistan,1,1,England,6522732203.0,TJK,7995062.0
812,2012,Thailand,3,3,England,370819000000.0,THA,67843979.0
813,2012,Trinidad,9,10,England,25433011405.0,TTO,1341588.0
814,2012,Tunisia,2,3,England,45810626509.0,TUN,10886668.0
815,2012,Turkey,5,5,England,832546000000.0,TUR,74569867.0
816,2012,UK,114,126,England,2619700000000.0,GBR,63700300.0
817,2012,USA,201,248,England,15517900000000.0,USA,313998379.0
818,2012,Uganda,1,1,England,20176751242.0,UGA,36306796.0
819,2012,Ukraine,24,26,England,163160000000.0,UKR,45593300.0
820,2012,Uzbekistan,3,3,England,45915191189.0,UZB,29774500.0
821,2012,Venezuela,1,1,England,316482000000.0,VEN,29893080.0
822,2016,Algeria,1,2,Brazil,,DZA,40606052.0
823,2016,Argentina,22,22,Brazil,584711000000.0,ARG,43847430.0
824,2016,Armenia,4,4,Brazil,10553337673.0,ARM,2924816.0
825,2016,Australia,71,82,Brazil,1345380000000.0,AUS,24127159.0
826,2016,Austria,2,2,Brazil,382066000000.0,AUT,8747358.0
827,2016,Azerbaijan,18,18,Brazil,53074370486.0,AZE,9762274.0
828,2016,Bahamas,6,6,Brazil,,BHS,391232.0
829,2016,Bahrain,2,2,Brazil,12930394938.0,BRN,423196.0
830,2016,Belarus,12,12,Brazil,56454734397.0,BLR,9507120.0
831,2016,Belgium,21,21,Brazil,455200000000.0,BEL,11348159.0
832,2016,Brazil,48,50,Brazil,1803650000000.0,BRA,207652865.0
833,2016,Bulgaria,7,7,Brazil,,BGR,7127822.0
834,2016,Burundi,1,1,Brazil,3066681387.0,BDI,10524117.0
835,2016,Canada,62,69,Brazil,1552810000000.0,CAN,36286425.0
836,2016,China,100,113,Brazil,11064700000000.0,CHN,1378665000.0
837,2016,China,100,113,Brazil,11064700000000.0,HKG,7346700.0
838,2016,Colombia,8,8,Brazil,291520000000.0,COL,48653419.0
839,2016,Croatia,24,24,Brazil,,HRV,4170600.0
840,2016,Cuba,11,11,Brazil,87132800000.0,CUB,11475982.0
841,2016,Czech Republic,14,15,Brazil,186830000000.0,CZE,10561633.0
842,2016,Denmark,39,41,Brazil,,DNK,5731118.0
843,2016,Dominican Republic,1,1,Brazil,68102618092.0,DOM,10648791.0
844,2016,Egypt,3,3,Brazil,332698000000.0,EGY,95688681.0
845,2016,Estonia,4,4,Brazil,22566956982.0,EST,1316481.0
846,2016,Ethiopia,7,8,Brazil,64464547915.0,ETH,102403196.0
847,2016,Fiji,13,13,Brazil,,FJI,898760.0
